AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
98,63,Muniraju Shetty,23,1,A1
99,64,Krishnappa Poojari,39,1,A1
100,65,Prakash Poojari,25,1,A1
101,66,Prakash Reddy,20,1,A1
102,68,Manjunath,49,1,A1
103,70,Mahesh Kumar,39,1,A1
104,70,Kiran Patil,26,1,A2
105,74,Umesh Swamy,22,1,A1
106,74,Krishnappa Swamy,27,1,A2
107,75,Anand Rao,27,1,A1
108,75,Kiran Swamy,41,1,A2
109,76,Lokesh Hegde,37,1,A1
110,80,Kiran Reddy,31,1,A1
111,80,Lokesh Achar,48,1,A2
112,81,Raghavendra,20,1,A1
113,82,Umesh Poojari,48,1,A1
114,82,Shivakumar Hegde,48,1,A2
115,83,Shivakumar Swamy,49,1,A1
116,84,Anand,34,1,A1
117,85,Krishnappa Swamy,30,1,A1
118,86,Muniraju Gowda,18,1,A1
119,87,Chandrashekar Poojari,38,1,A1
120,87,Harish Rao,34,1,A2
121,88,Basavaraj Hegde,38,1,A1
122,90,Ramesh Murthy,49,1,A1
123,91,Anand Gowda,29,1,A1
124,92,Kiran,38,1,A1
125,92,Shivakumar Swamy,20,1,A2
126,93,Raghavendra,46,1,A1
127,93,Krishnappa Naik,19,1,A2
128,94,Darshan Rao,38,1,A1
129,95,Nagaraj Poojari,24,1,A1
130,96,Girish Gowda,20,1,A1
131,97,Prakash Achar,37,1,A1
132,97,Suresh Murthy,42,1,A2
133,99,Suresh,32,1,A1
134,100,Raghavendra,24,1,A1
135,100,Ramesh Rao,42,1,A2
136,100,Basavaraj Kumar,50,1,A3
137,101,Girish Poojari,32,1,A1
138,102,Darshan Naik,32,1,A1
139,102,Basavaraj Swamy,19,1,A2
140,103,Lokesh Patil,20,1,A1
141,105,Basavaraj Naik,48,1,A1
142,105,Lokesh Kumar,46,1,A2
143,107,Yogesh Naik,18,1,A1
144,108,Raghavendra Reddy,27,1,A1
145,108,Mahesh,19,1,A2
146,110,Prakash Naik,40,1,A1
147,112,Shivakumar Swamy,22,1,A1
148,112,Krishnappa,49,1,A2
149,113,Venkatesh,36,1,A1
150,114,Yogesh,44,1,A1
151,115,Santosh Poojari,18,1,A1
152,117,Umesh Gowda,36,1,A1
153,119,Girish Shetty,49,1,A1
154,120,Manjunath Hegde,39,1,A1
155,120,Manjunath,47,1,A2
156,120,Kiran Swamy,30,1,A3
157,122,Umesh Shetty,41,1,A1
158,123,Nagaraj Reddy,24,1,A1
159,124,Krishnappa Swamy,38,1,A1
160,125,Shivakumar Achar,32,1,A1
161,125,Manjunath Kumar,49,1,A2
162,126,Lokesh,19,1,A1
163,128,Kiran Kumar,26,1,A1
164,128,Harish Hegde,44,1,A2
165,130,Suresh Shetty,25,1,A1
166,130,Kiran Gowda,43,1,A2
167,131,Umesh Murthy,44,1,A1
168,131,Venkatesh,23,1,A2
169,131,Venkatesh Naik,37,1,A3
170,132,Umesh,34,1,A1
171,133,Ramesh Shetty,36,1,A1
172,133,Raghavendra,49,1,A2
173,134,Suresh Naik,24,1,A1
174,134,Suresh,50,1,A2
175,135,Muniraju Achar,29,1,A1
176,138,Umesh Shetty,37,1,A1
177,139,Kiran Reddy,39,1,A1
178,140,Puneeth Hegde,35,1,A1
179,141,Manjunath Swamy,31,1,A1
180,142,Prakash Poojari,34,1,A1
181,143,Srinivas Naik,34,1,A1
182,143,Anand Kumar,37,1,A2
183,144,Ramesh,21,1,A1
184,145,Lokesh Naik,34,1,A1
185,145,Muniraju,28,1,A2
186,145,Suresh Kumar,45,1,A3
187,146,Muniraju Kumar,31,1,A1
188,147,Krishnappa Hegde,45,1,A1
189,147,Kiran,34,1,A2
190,149,Santosh Murthy,26,1,A1
191,149,Nagaraj,21,1,A2
192,149,Yogesh Rao,38,1,A3
193,150,Umesh Swamy,45,1,A1
194,150,Manjunath Gowda,50,1,A2
195,151,Santosh Achar,47,1,A1
196,151,Srinivas Patil,34,1,A2
197,152,Yogesh,30,1,A1
198,153,Ramesh Shetty,36,1,A1
199,153,Krishnappa Naik,48,1,A2
200,155,Ramesh Naik,48,1,A1
201,155,Santosh Rao,50,1,A2
202,155,Shivakumar Reddy,35,1,A3
203,156,Santosh,40,1,A1
204,156,Ramesh,35,1,A2
205,157,Lokesh Rao,18,1,A1
206,157,Lokesh Hegde,33,1,A2
207,157,Krishnappa Achar,32,1,A3
208,158,Muniraju Poojari,25,1,A1
209,159,Santosh,42,1,A1
210,160,Puneeth Patil,23,1,A1
211,160,Anand Achar,38,1,A2
212,161,Chandrashekar,50,1,A1
213,163,Ramesh Swamy,29,1,A1
214,164,Nagaraj,43,1,A1
215,165,Puneeth,19,1,A1
216,166,Yogesh Kumar,22,1,A1
217,168,Basavaraj Patil,31,1,A1
218,169,Srinivas Shetty,45,1,A1
219,169,Muniraju Reddy,25,1,A2
220,172,Lokesh Murthy,47,1,A1
221,173,Kiran Reddy,28,1,A1
222,173,Prakash Swamy,29,1,A2
223,174,Santosh,49,1,A1
224,176,Muniraju Gowda,31,1,A1
225,178,Chandrashekar Swamy,32,1,A1
226,179,Manjunath,49,1,A1
227,179,Manjunath Naik,21,1,A2
228,180,Kiran Achar,27,1,A1
229,180,Anand Murthy,29,1,A2
230,180,Mahesh Kumar,47,1,A3
231,181,Srinivas Gowda,27,1,A1
232,181,Mahesh Achar,47,1,A2
233,183,Puneeth,20,1,A1
234,184,Yogesh,38,1,A1
235,185,Srinivas Reddy,26,1,A1
236,185,Anand Swamy,49,1,A2
237,186,Ramesh Poojari,47,1,A1
238,187,Nagaraj Murthy,43,1,A1
239,188,Srinivas Swamy,23,1,A1
240,188,Lokesh,42,1,A2
241,189,Anand Rao,20,1,A1
242,190,Venkatesh Poojari,31,1,A1
243,190,Manjunath Swamy,35,1,A2
244,190,Yogesh Murthy,30,1,A3
245,191,Harish Reddy,40,1,A1
246,193,Suresh Achar,46,1,A1
247,193,Shivakumar Swamy,32,1,A2
248,195,Harish,26,1,A1
249,199,Girish Kumar,35,1,A1
250,200,Yogesh,18,1,A1
251,200,Raghavendra Naik,35,1,A2
252,200,Shivakumar Rao,19,1,A3
253,202,Suresh Reddy,36,1,A1
254,203,Muniraju,22,1,A1
255,203,Ramesh,27,1,A2
256,203,Yogesh Shetty,38,1,A3
257,204,Raghavendra Hegde,26,1,A1
258,205,Yogesh Murthy,18,1,A1
259,206,Prakash Reddy,22,1,A1
260,207,Puneeth,42,1,A1
261,208,Puneeth Hegde,40,1,A1
262,209,Lokesh Swamy,23,1,A1
263,210,Kiran,46,1,A1
264,212,Shivakumar Patil,45,1,A1
265,213,Raghavendra,32,1,A1
266,214,Yogesh,34,1,A1
267,214,Anand Shetty,38,1,A2
268,215,Harish,41,1,A1
269,216,Mahesh Rao,48,1,A1
270,216,Nagaraj Reddy,40,1,A2
271,216,Muniraju Poojari,36,1,A3
272,219,Basavaraj Gowda,18,1,A1
273,220,Basavaraj Swamy,31,1,A1
274,221,Lokesh Shetty,35,1,A1
275,222,Muniraju Murthy,43,1,A1
276,222,Girish Kumar,24,1,A2
277,223,Basavaraj Patil,25,1,A1
278,224,Yogesh Reddy,35,1,A1
279,224,Yogesh Swamy,46,1,A2
280,224,Chandrashekar Shetty,34,1,A3
281,226,Puneeth,47,1,A1
282,227,Prakash Murthy,50,1,A1
283,227,Krishnappa Murthy,21,1,A2
284,228,Darshan Reddy,45,1,A1
285,228,Venkatesh Swamy,19,1,A2
286,229,Muniraju Poojari,42,1,A1
287,232,Manjunath Poojari,33,1,A1
288,232,Chandrashekar,50,1,A2
289,232,Kiran Kumar,21,1,A3
290,233,Darshan,42,1,A1
291,234,Girish Patil,25,1,A1
292,235,Prakash Gowda,49,1,A1
293,238,Raghavendra Poojari,20,1,A1
294,238,Darshan Naik,40,1,A2
295,239,Girish,23,1,A1
296,239,Manjunath,32,1,A2
297,240,Kiran Hegde,38,1,A1
298,240,Prakash Reddy,44,1,A2
299,241,Puneeth,50,1,A1
300,241,Manjunath Shetty,18,1,A2
301,243,Krishnappa,32,1,A1
302,243,Krishnappa Reddy,38,1,A2
303,244,Muniraju Rao,42,1,A1
304,245,Nagaraj,44,1,A1
305,246,Muniraju Naik,36,1,A1
306,247,Krishnappa Achar,43,1,A1
307,248,Manjunath Reddy,28,1,A1
308,248,Nagaraj,49,1,A2
309,249,Lokesh,25,1,A1
310,250,Suresh Achar,47,1,A1
311,251,Suresh Shetty,50,1,A1
312,251,Lokesh Kumar,48,1,A2
313,253,Muniraju Gowda,38,1,A1
314,254,Prakash,23,1,A1
315,257,Muniraju Poojari,30,1,A1
316,257,Puneeth,26,1,A2
317,258,Venkatesh Kumar,38,1,A1
318,259,Shivakumar Kumar,24,1,A1
319,260,Chandrashekar,47,1,A1
320,263,Krishnappa Patil,31,1,A1
321,264,Girish Poojari,44,1,A1
322,264,Raghavendra,31,1,A2
323,264,Umesh,35,1,A3
324,265,Chandrashekar,30,1,A1
325,266,Darshan Swamy,19,1,A1
326,269,Krishnappa Shetty,33,1,A1
327,270,Yogesh Achar,47,1,A1
328,271,Nagaraj Rao,50,1,A1
329,271,Kiran Hegde,48,1,A2
330,272,Muniraju Rao,36,1,A1
331,273,Krishnappa Kumar,27,1,A1
332,273,Venkatesh Achar,37,1,A2
333,273,Puneeth Naik,23,1,A3
334,274,Santosh,49,1,A1
335,274,Kiran Achar,39,1,A2
336,274,Yogesh Reddy,22,1,A3
337,275,Srinivas Naik,40,1,A1
338,277,Suresh Shetty,33,1,A1
339,277,Shivakumar Achar,18,1,A2
340,278,Prakash Gowda,40,1,A1
341,279,Puneeth,35,1,A1
342,281,Suresh,41,1,A1
343,283,Suresh Kumar,34,1,A1
344,283,Prakash Swamy,47,1,A2
345,283,Umesh Achar,28,1,A3
346,284,Prakash Achar,24,1,A1
347,284,Prakash,33,1,A2
348,285,Anand Swamy,38,1,A1
349,286,Anand Poojari,29,1,A1
350,288,Mahesh Achar,21,1,A1
351,289,Krishnappa Naik,33,1,A1
352,289,Darshan,29,1,A2
353,290,Chandrashekar Gowda,18,1,A1
354,291,Srinivas Poojari,42,1,A1
355,291,Lokesh Reddy,22,1,A2
356,291,Santosh Naik,41,1,A3
357,292,Chandrashekar,20,1,A1
358,292,Nagaraj Reddy,37,1,A2
359,293,Girish Gowda,27,1,A1
360,294,Prakash,25,1,A1
361,295,Yogesh Naik,39,1,A1
362,296,Basavaraj Swamy,49,1,A1
363,296,Darshan Rao,40,1,A2
364,296,Yogesh Patil,48,1,A3
365,297,Nagaraj Murthy,30,1,A1
366,298,Darshan,20,1,A1
367,299,Venkatesh,42,1,A1
368,299,Harish Kumar,48,1,A2
369,301,Anand Naik,49,1,A1
370,301,Kiran Rao,23,1,A2
371,302,Manjunath Kumar,38,1,A1
372,303,Raghavendra,21,1,A1
373,304,Lokesh Patil,27,1,A1
374,305,Suresh Hegde,24,1,A1
375,305,Manjunath Hegde,48,1,A2
376,305,Darshan Rao,27,1,A3
377,306,Puneeth,32,1,A1
378,306,Muniraju Achar,33,1,A2
379,307,Yogesh Naik,25,1,A1
380,307,Kiran Murthy,21,1,A2
381,310,Nagaraj Naik,49,1,A1
382,311,Puneeth,37,1,A1
383,311,Raghavendra Patil,21,1,A2
384,312,Mahesh Kumar,19,1,A1
385,313,Harish Naik,35,1,A1
386,314,Mahesh,26,1,A1
387,315,Yogesh Patil,27,1,A1
388,316,Yogesh Achar,20,1,A1
389,316,Srinivas Patil,20,1,A2
390,316,Harish Hegde,40,1,A3
391,319,Srinivas Shetty,44,1,A1
392,319,Prakash Poojari,20,1,A2
393,319,Basavaraj Naik,27,1,A3
394,320,Umesh Gowda,38,1,A1
395,321,Harish Poojari,49,1,A1
396,321,Girish,26,1,A2
397,323,Venkatesh Shetty,25,1,A1
398,324,Mahesh,49,1,A1
399,324,Prakash Reddy,33,1,A2
400,326,Shivakumar Shetty,32,1,A1
401,329,Ramesh Naik,45,1,A1
402,330,Harish Reddy,40,1,A1
403,331,Suresh Rao,18,1,A1
404,332,Ramesh Kumar,48,1,A1
405,333,Nagaraj Kumar,45,1,A1
406,334,Nagaraj,28,1,A1
407,334,Girish,49,1,A2
408,335,Suresh Achar,25,1,A1
409,336,Srinivas Hegde,29,1,A1
410,336,Ramesh,28,1,A2
411,338,Anand Kumar,19,1,A1
412,339,Venkatesh,25,1,A1
413,340,Yogesh Hegde,19,1,A1
414,340,Santosh,42,1,A2
415,340,Umesh Reddy,50,1,A3
416,341,Darshan,20,1,A1
417,342,Santosh,25,1,A1
418,342,Shivakumar Achar,31,1,A2
419,343,Shivakumar Shetty,24,1,A1
420,344,Venkatesh Achar,29,1,A1
421,345,Srinivas Naik,49,1,A1
422,345,Harish Rao,45,1,A2
423,346,Raghavendra Poojari,34,1,A1
424,347,Santosh Gowda,39,1,A1
425,347,Raghavendra Patil,33,1,A2
426,348,Harish Murthy,35,1,A1
427,349,Krishnappa,31,1,A1
428,350,Manjunath,25,1,A1
429,351,Yogesh Poojari,23,1,A1
430,352,Harish Rao,49,1,A1
431,353,Suresh Poojari,20,1,A1
432,354,Kiran Murthy,28,1,A1
433,354,Chandrashekar Achar,37,1,A2
434,355,Ramesh,32,1,A1
435,358,Darshan Achar,50,1,A1
436,358,Venkatesh Reddy,33,1,A2
437,358,Lokesh Rao,39,1,A3
438,359,Manjunath Hegde,31,1,A1
439,359,Prakash Shetty,31,1,A2
440,360,Puneeth Achar,22,1,A1
441,361,Basavaraj Rao,27,1,A1
442,363,Chandrashekar Kumar,43,1,A1
443,363,Girish Reddy,21,1,A2
444,366,Mahesh Rao,21,1,A1
445,367,Santosh Naik,46,1,A1
446,368,Shivakumar Reddy,26,1,A1
447,369,Raghavendra,29,1,A1
448,370,Raghavendra,42,1,A1
449,371,Puneeth Shetty,43,1,A1
450,373,Prakash Murthy,48,1,A1
451,374,Umesh Hegde,19,1,A1
452,374,Venkatesh,18,1,A2
453,376,Anand Shetty,48,1,A1
454,377,Santosh Shetty,29,1,A1
455,377,Venkatesh Achar,31,1,A2
456,377,Krishnappa Kumar,28,1,A3
457,378,Krishnappa Reddy,29,1,A1
458,378,Lokesh Achar,46,1,A2
459,379,Suresh Naik,19,1,A1
460,379,Mahesh Rao,33,1,A2
461,379,Girish Swamy,23,1,A3
462,380,Prakash,47,1,A1
463,381,Kiran Shetty,24,1,A1
464,382,Krishnappa,27,1,A1
465,382,Ramesh Shetty,48,1,A2
466,382,Suresh Kumar,25,1,A3
467,383,Kiran Kumar,29,1,A1
468,384,Lokesh Reddy,33,1,A1
469,385,Umesh,43,1,A1
470,385,Umesh,27,1,A2
471,385,Manjunath Hegde,22,1,A3
472,386,Girish,49,1,A1
473,386,Yogesh Naik,22,1,A2
474,387,Umesh Gowda,28,1,A1
475,388,Chandrashekar Hegde,46,1,A1
476,389,Yogesh Naik,29,1,A1
477,389,Harish Rao,32,1,A2
478,391,Anand Poojari,24,1,A1
479,393,Basavaraj Murthy,42,1,A1
480,393,Muniraju Gowda,40,1,A2
481,393,Prakash Reddy,48,1,A3
482,394,Umesh Patil,44,1,A1
483,394,Suresh Hegde,45,1,A2
484,395,Kiran Shetty,46,1,A1
485,396,Shivakumar Swamy,45,1,A1
486,397,Manjunath Reddy,26,1,A1
487,397,Nagaraj Shetty,46,1,A2
488,398,Anand Poojari,27,1,A1
489,399,Chandrashekar Poojari,34,1,A1
490,400,Srinivas Poojari,49,1,A1
491,400,Ramesh Kumar,28,1,A2
492,400,Puneeth Naik,29,1,A3
493,401,Umesh,26,1,A1
494,402,Basavaraj Rao,18,1,A1
495,402,Lokesh Poojari,38,1,A2
496,403,Manjunath Achar,47,1,A1
497,406,Anand,41,1,A1
498,407,Muniraju Rao,32,1,A1
499,407,Yogesh Shetty,47,1,A2
500,408,Girish,35,1,A1
501,409,Prakash Gowda,49,1,A1
502,409,Yogesh Murthy,37,1,A2
503,411,Girish Rao,31,1,A1
504,412,Anand Gowda,22,1,A1
505,412,Anand Kumar,46,1,A2
506,412,Harish Rao,20,1,A3
507,413,Srinivas Achar,27,1,A1
508,413,Basavaraj,32,1,A2
509,414,Venkatesh Patil,41,1,A1
510,414,Raghavendra Poojari,29,1,A2
511,415,Suresh Murthy,21,1,A1
512,416,Krishnappa,25,1,A1
513,416,Manjunath Kumar,41,1,A2
514,417,Girish,24,1,A1
515,418,Raghavendra,44,1,A1
516,420,Srinivas Gowda,41,1,A1
517,420,Anand Naik,32,1,A2
518,421,Shivakumar Hegde,36,1,A1
519,424,Anand Reddy,19,1,A1
520,424,Raghavendra Hegde,20,1,A2
521,425,Raghavendra,31,1,A1
522,425,Basavaraj Shetty,28,1,A2
523,425,Venkatesh Swamy,46,1,A3
524,427,Santosh Naik,41,1,A1
525,427,Yogesh Gowda,42,1,A2
526,427,Basavaraj,48,1,A3
527,428,Shivakumar,22,1,A1
528,430,Darshan Reddy,42,1,A1
529,431,Kiran,23,1,A1
530,432,Kiran Naik,23,1,A1
531,433,Basavaraj Gowda,39,1,A1
532,434,Venkatesh Murthy,32,1,A1
533,434,Puneeth Gowda,19,1,A2
534,434,Venkatesh,40,1,A3
535,435,Umesh Shetty,26,1,A1
536,437,Venkatesh,48,1,A1
537,437,Darshan Achar,40,1,A2
538,438,Harish Swamy,49,1,A1
539,440,Harish Kumar,34,1,A1
540,441,Manjunath Achar,38,1,A1
541,441,Nagaraj,46,1,A2
542,442,Srinivas Murthy,43,1,A1
543,445,Darshan Rao,24,1,A1
544,446,Suresh Patil,43,1,A1
545,446,Anand Murthy,45,1,A2
546,447,Basavaraj Hegde,29,1,A1
547,447,Lokesh Murthy,22,1,A2
548,448,Anand Kumar,28,1,A1
549,448,Darshan,40,1,A2
550,450,Lokesh Gowda,43,1,A1
551,451,Girish Reddy,40,1,A1
552,451,Yogesh Naik,19,1,A2
553,452,Raghavendra Shetty,37,1,A1
554,453,Kiran Hegde,40,1,A1
555,453,Nagaraj Reddy,28,1,A2
556,453,Muniraju,21,1,A3
557,455,Manjunath,22,1,A1
558,458,Yogesh Achar,46,1,A1
559,459,Raghavendra Hegde,27,1,A1
560,460,Chandrashekar Murthy,25,1,A1
561,460,Suresh Rao,38,1,A2
562,461,Kiran Naik,43,1,A1
563,463,Ramesh Achar,29,1,A1
564,463,Shivakumar Poojari,35,1,A2
565,465,Puneeth,35,1,A1
566,466,Prakash Reddy,21,1,A1
567,467,Manjunath Naik,20,1,A1
568,467,Yogesh Patil,28,1,A2
569,468,Shivakumar Naik,35,1,A1
570,469,Prakash Hegde,23,1,A1
571,470,Nagaraj Kumar,26,1,A1
572,470,Nagaraj,38,1,A2
573,470,Basavaraj Rao,35,1,A3
574,471,Puneeth,23,1,A1
575,472,Puneeth,37,1,A1
576,473,Raghavendra Poojari,22,1,A1
577,474,Venkatesh Poojari,33,1,A1
578,476,Mahesh,36,1,A1
579,476,Harish Patil,23,1,A2
580,477,Manjunath,25,1,A1
581,477,Prakash Swamy,49,1,A2
582,478,Kiran Achar,45,1,A1
583,479,Suresh Murthy,50,1,A1
584,479,Mahesh Reddy,36,1,A2
585,480,Nagaraj Swamy,42,1,A1
586,481,Lokesh Rao,43,1,A1
587,482,Kiran Poojari,36,1,A1
588,483,Prakash Hegde,48,1,A1
589,483,Basavaraj Poojari,39,1,A2
590,484,Raghavendra Kumar,34,1,A1
591,485,Mahesh Shetty,18,1,A1
592,486,Harish Naik,44,1,A1
593,486,Krishnappa Reddy,38,1,A2
594,487,Harish Kumar,25,1,A1
595,487,Harish Reddy,45,1,A2
596,489,Harish Shetty,23,1,A1
597,489,Shivakumar,25,1,A2
598,489,Girish Naik,40,1,A3
599,490,Raghavendra,37,1,A1
600,493,Puneeth Shetty,35,1,A1
601,494,Anand Patil,49,1,A1
602,495,Nagaraj,38,1,A1
603,496,Girish Gowda,34,1,A1
604,498,Kiran Murthy,23,1,A1
605,498,Umesh Rao,26,1,A2
606,500,Santosh Naik,50,1,A1
607,501,Srinivas,42,1,A1
608,503,Chandrashekar,48,1,A1
609,503,Girish Gowda,38,1,A2
610,504,Harish Reddy,27,1,A1
611,504,Umesh Murthy,38,1,A2
612,504,Nagaraj,32,1,A3
613,506,Manjunath Hegde,18,1,A1
614,506,Nagaraj Patil,20,1,A2
615,507,Girish,25,1,A1
616,507,Shivakumar,48,1,A2
617,508,Lokesh Hegde,33,1,A1
618,508,Ramesh Shetty,35,1,A2
619,508,Puneeth Patil,43,1,A3
620,510,Raghavendra Kumar,27,1,A1
621,512,Yogesh Shetty,21,1,A1
622,512,Chandrashekar Shetty,32,1,A2
623,512,Santosh,32,1,A3
624,513,Harish Swamy,38,1,A1
625,513,Girish Reddy,18,1,A2
626,514,Ramesh Murthy,48,1,A1
627,515,Srinivas Reddy,43,1,A1
628,516,Darshan Naik,31,1,A1
629,517,Girish Naik,29,1,A1
630,518,Venkatesh,44,1,A1
631,518,Shivakumar Naik,38,1,A2
632,518,Muniraju,42,1,A3
633,519,Shivakumar Gowda,33,1,A1
634,520,Anand Gowda,25,1,A1
635,521,Venkatesh Naik,40,1,A1
636,522,Lokesh Achar,21,1,A1
637,523,Darshan Hegde,45,1,A1
638,526,Kiran Murthy,21,1,A1
639,526,Venkatesh,49,1,A2
640,527,Suresh Achar,38,1,A1
641,528,Kiran Patil,37,1,A1
642,528,Shivakumar,28,1,A2
643,529,Darshan,46,1,A1
644,529,Venkatesh Naik,43,1,A2
645,529,Prakash Gowda,21,1,A3
646,530,Venkatesh Shetty,34,1,A1
647,532,Mahesh Swamy,19,1,A1
648,533,Umesh Murthy,35,1,A1
649,534,Chandrashekar,23,1,A1
650,535,Manjunath Swamy,46,1,A1
651,535,Umesh Patil,38,1,A2
652,537,Suresh Naik,38,1,A1
653,539,Kiran,19,1,A1
654,539,Manjunath Kumar,31,1,A2
655,540,Puneeth Kumar,42,1,A1
656,541,Girish Murthy,21,1,A1
657,541,Muniraju Achar,34,1,A2
658,542,Suresh Shetty,26,1,A1
659,544,Srinivas Rao,43,1,A1
660,544,Harish Shetty,29,1,A2
661,545,Raghavendra Poojari,21,1,A1
662,546,Raghavendra Rao,29,1,A1
663,546,Muniraju Murthy,30,1,A2
664,548,Venkatesh Naik,37,1,A1
665,549,Basavaraj,50,1,A1
666,550,Mahesh Naik,36,1,A1
667,551,Darshan Kumar,48,1,A1
668,554,Prakash Kumar,20,1,A1
669,554,Krishnappa Reddy,20,1,A2
670,555,Chandrashekar Poojari,23,1,A1
671,557,Lokesh Hegde,43,1,A1
672,558,Prakash Patil,26,1,A1
673,559,Santosh Naik,38,1,A1
674,559,Lokesh,27,1,A2
675,561,Umesh Achar,45,1,A1
676,561,Puneeth Swamy,21,1,A2
677,562,Girish Rao,35,1,A1
678,562,Kiran Patil,49,1,A2
679,563,Girish Gowda,28,1,A1
680,565,Ramesh Shetty,39,1,A1
681,566,Prakash,23,1,A1
682,566,Srinivas Patil,49,1,A2
683,569,Santosh Hegde,32,1,A1
684,569,Basavaraj Patil,41,1,A2
685,569,Srinivas Kumar,38,1,A3
686,570,Muniraju Gowda,46,1,A1
687,570,Puneeth,31,1,A2
688,571,Girish Patil,43,1,A1
689,572,Raghavendra,44,1,A1
690,573,Yogesh Swamy,24,1,A1
691,575,Prakash Patil,48,1,A1
692,575,Santosh Poojari,20,1,A2
693,577,Srinivas Patil,48,1,A1
694,577,Prakash,45,1,A2
695,578,Darshan Murthy,18,1,A1
696,580,Suresh,20,1,A1
697,581,Darshan Achar,33,1,A1
698,582,Lokesh,34,1,A1
699,584,Puneeth Poojari,24,1,A1
700,584,Venkatesh Hegde,39,1,A2
701,585,Darshan Murthy,29,1,A1
702,586,Ramesh Shetty,34,1,A1
703,586,Shivakumar,42,1,A2
704,587,Chandrashekar Naik,35,1,A1
705,588,Krishnappa Gowda,29,1,A1
706,589,Darshan Rao,32,1,A1
707,589,Basavaraj,49,1,A2
708,589,Darshan,39,1,A3
709,595,Nagaraj Murthy,37,1,A1
710,597,Manjunath Rao,24,1,A1
711,598,Srinivas,25,1,A1
712,599,Srinivas Reddy,22,1,A1
713,600,Manjunath,40,1,A1
