AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
99,63,Harish,24,1,A3
100,64,Santosh,18,1,A1
101,65,Yogesh,30,1,A1
102,66,Srinivas Kumar,23,1,A1
103,66,Muniraju Poojari,40,1,A2
104,67,Chandrashekar Rao,30,1,A1
105,68,Srinivas Swamy,33,1,A1
106,71,Girish,26,1,A1
107,71,Harish Kumar,49,1,A2
108,71,Chandrashekar Murthy,49,1,A3
109,73,Prakash Swamy,24,1,A1
110,74,Muniraju Shetty,36,1,A1
111,75,Prakash Shetty,36,1,A1
112,76,Suresh Achar,38,1,A1
113,76,Mahesh Reddy,46,1,A2
114,78,Venkatesh Kumar,48,1,A1
115,78,Santosh Poojari,42,1,A2
116,78,Prakash,41,1,A3
117,79,Nagaraj Kumar,35,1,A1
118,79,Puneeth,40,1,A2
119,80,Muniraju Gowda,35,1,A1
120,81,Yogesh Murthy,19,1,A1
121,81,Umesh Gowda,40,1,A2
122,82,Harish Reddy,44,1,A1
123,83,Santosh Gowda,43,1,A1
124,85,Manjunath Hegde,19,1,A1
125,86,Krishnappa,21,1,A1
126,86,Prakash,44,1,A2
127,89,Girish Shetty,44,1,A1
128,89,Yogesh Hegde,50,1,A2
129,90,Basavaraj Gowda,48,1,A1
130,91,Puneeth,19,1,A1
131,91,Raghavendra Swamy,28,1,A2
132,92,Darshan Swamy,35,1,A1
133,92,Santosh Kumar,40,1,A2
134,94,Venkatesh Shetty,48,1,A1
135,95,Manjunath Poojari,44,1,A1
136,95,Darshan Achar,45,1,A2
137,96,Ramesh Hegde,27,1,A1
138,97,Krishnappa Poojari,46,1,A1
139,99,Suresh Gowda,41,1,A1
140,99,Shivakumar,37,1,A2
141,101,Kiran,20,1,A1
142,101,Shivakumar Patil,41,1,A2
143,102,Anand Achar,35,1,A1
144,103,Yogesh,35,1,A1
145,105,Mahesh Hegde,30,1,A1
146,106,Girish Patil,47,1,A1
147,106,Raghavendra,27,1,A2
148,108,Harish Gowda,39,1,A1
149,109,Prakash Shetty,50,1,A1
150,110,Umesh,29,1,A1
151,111,Suresh Achar,44,1,A1
152,113,Lokesh Shetty,27,1,A1
153,114,Prakash,23,1,A1
154,114,Venkatesh Achar,33,1,A2
155,116,Shivakumar Kumar,27,1,A1
156,116,Krishnappa Swamy,22,1,A2
157,116,Manjunath Patil,23,1,A3
158,117,Lokesh Rao,34,1,A1
159,117,Prakash Gowda,29,1,A2
160,118,Lokesh Swamy,24,1,A1
161,118,Harish,40,1,A2
162,118,Lokesh Kumar,25,1,A3
163,119,Yogesh Naik,20,1,A1
164,120,Harish,49,1,A1
165,120,Darshan Hegde,34,1,A2
166,122,Raghavendra,26,1,A1
167,124,Krishnappa Hegde,27,1,A1
168,124,Prakash Poojari,49,1,A2
169,125,Darshan Poojari,46,1,A1
170,125,Prakash Achar,46,1,A2
171,125,Santosh Hegde,26,1,A3
172,127,Darshan Hegde,45,1,A1
173,128,Mahesh Shetty,46,1,A1
174,128,Lokesh,27,1,A2
175,128,Santosh Hegde,24,1,A3
176,129,Harish Swamy,45,1,A1
177,129,Srinivas Patil,38,1,A2
178,130,Lokesh,21,1,A1
179,132,Muniraju Poojari,45,1,A1
180,133,Srinivas Hegde,30,1,A1
181,134,Prakash Reddy,19,1,A1
182,135,Puneeth,26,1,A1
183,136,Harish Murthy,38,1,A1
184,137,Manjunath Hegde,44,1,A1
185,137,Yogesh Reddy,39,1,A2
186,137,Santosh Shetty,22,1,A3
187,139,Mahesh Achar,42,1,A1
188,139,Anand Gowda,40,1,A2
189,140,Puneeth Naik,40,1,A1
190,140,Nagaraj Rao,50,1,A2
191,141,Yogesh Kumar,22,1,A1
192,141,Puneeth Kumar,18,1,A2
193,142,Suresh,35,1,A1
194,143,Harish,30,1,A1
195,143,Manjunath Achar,21,1,A2
196,146,Santosh Poojari,39,1,A1
197,146,Basavaraj Shetty,32,1,A2
198,146,Shivakumar,45,1,A3
199,148,Muniraju Kumar,40,1,A1
200,148,Harish Reddy,23,1,A2
201,150,Umesh Patil,18,1,A1
202,150,Manjunath Achar,40,1,A2
203,152,Girish Swamy,47,1,A1
204,152,Mahesh Achar,23,1,A2
205,153,Manjunath Gowda,34,1,A1
206,156,Suresh,33,1,A1
207,156,Harish,50,1,A2
208,156,Chandrashekar Swamy,34,1,A3
209,157,Raghavendra Poojari,43,1,A1
210,157,Basavaraj Reddy,32,1,A2
211,158,Raghavendra Rao,18,1,A1
212,159,Girish Kumar,50,1,A1
213,159,Ramesh Rao,44,1,A2
214,160,Santosh,37,1,A1
215,161,Raghavendra Shetty,21,1,A1
216,162,Manjunath Rao,21,1,A1
217,164,Shivakumar Reddy,29,1,A1
218,166,Muniraju Kumar,35,1,A1
219,167,Muniraju Gowda,25,1,A1
220,167,Chandrashekar Rao,41,1,A2
221,168,Chandrashekar Rao,41,1,A1
222,168,Basavaraj Rao,48,1,A2
223,170,Umesh,23,1,A1
224,170,Darshan Murthy,35,1,A2
225,171,Yogesh,21,1,A1
226,171,Yogesh Kumar,30,1,A2
227,172,Krishnappa,35,1,A1
228,172,Raghavendra Hegde,37,1,A2
229,172,Ramesh Patil,44,1,A3
230,173,Krishnappa Rao,44,1,A1
231,173,Lokesh Poojari,41,1,A2
232,174,Muniraju Patil,30,1,A1
233,174,Harish Naik,47,1,A2
234,175,Chandrashekar,42,1,A1
235,175,Prakash Swamy,49,1,A2
236,175,Mahesh Naik,18,1,A3
237,176,Basavaraj Poojari,33,1,A1
238,176,Prakash Poojari,28,1,A2
239,176,Krishnappa Shetty,28,1,A3
240,178,Basavaraj Rao,41,1,A1
241,178,Yogesh Swamy,26,1,A2
242,179,Girish Achar,35,1,A1
243,182,Yogesh Hegde,48,1,A1
244,183,Girish Shetty,32,1,A1
245,183,Srinivas Naik,47,1,A2
246,183,Krishnappa Poojari,26,1,A3
247,184,Basavaraj Murthy,29,1,A1
248,185,Shivakumar Shetty,43,1,A1
249,186,Mahesh Poojari,46,1,A1
250,186,Chandrashekar Swamy,44,1,A2
251,186,Venkatesh Poojari,49,1,A3
252,187,Yogesh,19,1,A1
253,189,Yogesh Swamy,25,1,A1
254,190,Raghavendra Naik,39,1,A1
255,191,Yogesh Kumar,45,1,A1
256,192,Kiran Kumar,38,1,A1
257,193,Mahesh Reddy,21,1,A1
258,195,Suresh,46,1,A1
259,197,Prakash Shetty,28,1,A1
260,198,Kiran Swamy,38,1,A1
261,199,Harish Swamy,20,1,A1
262,200,Kiran,41,1,A1
263,202,Umesh Swamy,46,1,A1
264,203,Suresh Shetty,24,1,A1
265,204,Puneeth Shetty,41,1,A1
266,204,Prakash,39,1,A2
267,204,Lokesh Patil,32,1,A3
268,206,Mahesh Naik,48,1,A1
269,206,Girish Swamy,44,1,A2
270,206,Suresh Reddy,20,1,A3
271,207,Darshan Gowda,40,1,A1
272,208,Nagaraj Swamy,30,1,A1
273,213,Santosh Naik,18,1,A1
274,213,Chandrashekar,39,1,A2
275,215,Venkatesh Murthy,42,1,A1
276,217,Shivakumar Rao,34,1,A1
277,219,Santosh Kumar,37,1,A1
278,220,Raghavendra Kumar,49,1,A1
279,221,Puneeth Hegde,25,1,A1
280,222,Basavaraj Kumar,22,1,A1
281,223,Girish Hegde,38,1,A1
282,224,Raghavendra Swamy,47,1,A1
283,225,Nagaraj Murthy,45,1,A1
284,226,Kiran,29,1,A1
285,226,Venkatesh,26,1,A2
286,227,Krishnappa Swamy,18,1,A1
287,227,Umesh Poojari,40,1,A2
288,228,Mahesh Poojari,27,1,A1
289,229,Chandrashekar Reddy,41,1,A1
290,229,Umesh Naik,28,1,A2
291,229,Puneeth Patil,36,1,A3
292,230,Lokesh Poojari,29,1,A1
293,231,Prakash Achar,30,1,A1
294,231,Mahesh Naik,25,1,A2
295,232,Lokesh,37,1,A1
296,232,Mahesh Naik,23,1,A2
297,233,Venkatesh Murthy,30,1,A1
298,234,Yogesh Swamy,37,1,A1
299,234,Puneeth Kumar,33,1,A2
300,236,Anand Hegde,34,1,A1
301,237,Ramesh Murthy,32,1,A1
302,237,Venkatesh Kumar,22,1,A2
303,237,Prakash Swamy,34,1,A3
304,238,Shivakumar Reddy,22,1,A1
305,238,Kiran Rao,31,1,A2
306,239,Nagaraj Murthy,43,1,A1
307,239,Mahesh Achar,49,1,A2
308,240,Basavaraj Reddy,22,1,A1
309,241,Puneeth Gowda,43,1,A1
310,242,Shivakumar,46,1,A1
311,243,Manjunath Achar,24,1,A1
312,244,Mahesh Shetty,47,1,A1
313,246,Suresh,24,1,A1
314,247,Venkatesh,47,1,A1
315,247,Shivakumar Reddy,34,1,A2
316,248,Umesh Gowda,42,1,A1
317,248,Mahesh Poojari,40,1,A2
318,249,Anand Patil,24,1,A1
319,249,Manjunath Achar,23,1,A2
320,250,Muniraju,22,1,A1
321,252,Harish Gowda,27,1,A1
322,253,Ramesh Naik,37,1,A1
323,253,Ramesh Shetty,25,1,A2
324,254,Manjunath Murthy,38,1,A1
325,255,Muniraju Poojari,41,1,A1
326,255,Raghavendra,29,1,A2
327,256,Muniraju,18,1,A1
328,257,Puneeth Poojari,24,1,A1
329,259,Venkatesh Gowda,42,1,A1
330,260,Krishnappa Patil,28,1,A1
331,262,Nagaraj,32,1,A1
332,262,Muniraju,21,1,A2
333,264,Basavaraj,50,1,A1
334,265,Manjunath,39,1,A1
335,266,Darshan,22,1,A1
336,267,Darshan Rao,44,1,A1
337,268,Lokesh Shetty,41,1,A1
338,269,Chandrashekar Naik,40,1,A1
339,270,Srinivas,23,1,A1
340,270,Ramesh Hegde,35,1,A2
341,272,Suresh Patil,34,1,A1
342,273,Krishnappa Gowda,50,1,A1
343,273,Chandrashekar Rao,25,1,A2
344,274,Venkatesh Shetty,41,1,A1
345,276,Santosh Poojari,23,1,A1
346,276,Suresh,39,1,A2
347,279,Harish Hegde,46,1,A1
348,280,Nagaraj Hegde,19,1,A1
349,280,Krishnappa,48,1,A2
350,281,Mahesh Achar,38,1,A1
351,283,Basavaraj Murthy,21,1,A1
352,284,Chandrashekar,33,1,A1
353,284,Harish Swamy,25,1,A2
354,284,Lokesh Swamy,43,1,A3
355,286,Harish Swamy,38,1,A1
356,287,Raghavendra,50,1,A1
357,287,Raghavendra,21,1,A2
358,288,Santosh Poojari,29,1,A1
359,289,Venkatesh Achar,26,1,A1
360,290,Chandrashekar Rao,40,1,A1
361,292,Srinivas Naik,25,1,A1
362,295,Puneeth,39,1,A1
363,295,Ramesh Gowda,31,1,A2
364,296,Yogesh,37,1,A1
365,296,Srinivas Naik,40,1,A2
366,297,Darshan Reddy,31,1,A1
367,299,Muniraju,48,1,A1
368,301,Prakash,31,1,A1
369,301,Suresh Swamy,43,1,A2
370,301,Nagaraj Poojari,46,1,A3
371,302,Yogesh Murthy,49,1,A1
372,303,Chandrashekar Achar,30,1,A1
373,303,Muniraju Naik,26,1,A2
374,304,Muniraju Shetty,33,1,A1
375,305,Santosh Swamy,43,1,A1
376,309,Nagaraj Swamy,41,1,A1
377,310,Anand Shetty,22,1,A1
378,310,Venkatesh Reddy,25,1,A2
379,310,Srinivas Hegde,33,1,A3
380,313,Harish,38,1,A1
381,316,Umesh Rao,44,1,A1
382,317,Santosh,45,1,A1
383,318,Srinivas Shetty,36,1,A1
384,318,Basavaraj Hegde,20,1,A2
385,318,Raghavendra Shetty,32,1,A3
386,320,Girish Poojari,40,1,A1
387,321,Harish Rao,23,1,A1
388,321,Kiran Hegde,43,1,A2
389,321,Girish,32,1,A3
390,323,Muniraju Naik,26,1,A1
391,327,Darshan Poojari,23,1,A1
392,328,Manjunath Swamy,25,1,A1
393,329,Harish,21,1,A1
394,329,Raghavendra Kumar,27,1,A2
395,330,Chandrashekar Naik,23,1,A1
396,330,Girish Kumar,38,1,A2
397,331,Umesh Reddy,31,1,A1
398,331,Nagaraj,35,1,A2
399,332,Ramesh Kumar,39,1,A1
400,333,Yogesh Poojari,25,1,A1
401,334,Basavaraj,37,1,A1
402,335,Umesh Reddy,38,1,A1
403,335,Raghavendra Rao,50,1,A2
404,338,Anand Gowda,23,1,A1
405,341,Puneeth,31,1,A1
406,341,Chandrashekar Swamy,44,1,A2
407,344,Krishnappa,36,1,A1
408,344,Yogesh,50,1,A2
409,346,Suresh,31,1,A1
410,347,Srinivas,26,1,A1
411,348,Umesh Reddy,50,1,A1
412,349,Venkatesh Shetty,26,1,A1
413,349,Harish Reddy,50,1,A2
414,351,Chandrashekar Shetty,50,1,A1
415,351,Shivakumar,50,1,A2
416,352,Kiran Reddy,47,1,A1
417,353,Muniraju Hegde,38,1,A1
418,354,Chandrashekar Murthy,18,1,A1
419,354,Krishnappa Naik,23,1,A2
420,356,Muniraju Rao,33,1,A1
421,357,Anand Achar,27,1,A1
422,357,Kiran,22,1,A2
423,358,Raghavendra Hegde,48,1,A1
424,358,Muniraju Kumar,42,1,A2
425,361,Shivakumar,34,1,A1
426,362,Umesh Kumar,36,1,A1
427,362,Venkatesh Hegde,49,1,A2
428,362,Muniraju Reddy,23,1,A3
429,363,Santosh Patil,18,1,A1
430,365,Mahesh,23,1,A1
431,365,Suresh Rao,27,1,A2
432,366,Basavaraj,46,1,A1
433,367,Anand Naik,37,1,A1
434,367,Umesh,46,1,A2
435,369,Venkatesh,33,1,A1
436,369,Suresh,48,1,A2
437,369,Muniraju Achar,50,1,A3
438,370,Manjunath Reddy,41,1,A1
439,370,Nagaraj Gowda,42,1,A2
440,372,Lokesh Murthy,45,1,A1
441,372,Chandrashekar Rao,36,1,A2
442,373,Anand Naik,27,1,A1
443,374,Mahesh,45,1,A1
444,375,Manjunath Poojari,29,1,A1
445,375,Prakash Naik,32,1,A2
446,376,Girish Gowda,44,1,A1
447,376,Suresh Shetty,38,1,A2
448,377,Puneeth Patil,35,1,A1
449,379,Yogesh Swamy,43,1,A1
450,380,Shivakumar,23,1,A1
451,381,Shivakumar Kumar,48,1,A1
452,382,Harish Rao,41,1,A1
453,382,Kiran Naik,43,1,A2
454,383,Basavaraj Hegde,50,1,A1
455,385,Krishnappa,21,1,A1
456,386,Lokesh,34,1,A1
457,388,Umesh,27,1,A1
458,388,Raghavendra,39,1,A2
459,388,Prakash Patil,28,1,A3
460,389,Prakash Swamy,38,1,A1
461,389,Raghavendra Murthy,35,1,A2
462,390,Srinivas,24,1,A1
463,390,Umesh Naik,31,1,A2
464,391,Santosh,18,1,A1
465,391,Raghavendra Gowda,47,1,A2
466,392,Shivakumar Shetty,21,1,A1
467,393,Krishnappa Reddy,46,1,A1
468,393,Shivakumar Patil,26,1,A2
469,394,Basavaraj Achar,40,1,A1
470,394,Darshan Rao,40,1,A2
471,395,Manjunath Hegde,38,1,A1
472,395,Shivakumar Rao,43,1,A2
473,397,Lokesh Shetty,43,1,A1
474,398,Darshan Rao,50,1,A1
475,401,Darshan Murthy,21,1,A1
476,402,Kiran Swamy,35,1,A1
477,403,Manjunath,26,1,A1
478,403,Raghavendra Achar,41,1,A2
479,407,Mahesh Patil,48,1,A1
480,407,Girish Shetty,31,1,A2
481,409,Manjunath Patil,40,1,A1
482,409,Chandrashekar Kumar,42,1,A2
483,410,Darshan Rao,36,1,A1
484,411,Yogesh Achar,20,1,A1
485,414,Krishnappa Kumar,33,1,A1
486,416,Nagaraj Naik,27,1,A1
487,417,Kiran Hegde,23,1,A1
488,417,Umesh Rao,47,1,A2
489,418,Girish,46,1,A1
490,419,Kiran Shetty,41,1,A1
491,420,Suresh,32,1,A1
492,420,Mahesh Rao,40,1,A2
493,421,Srinivas Gowda,29,1,A1
494,421,Mahesh Patil,42,1,A2
495,423,Nagaraj Gowda,38,1,A1
496,423,Girish Achar,27,1,A2
497,424,Manjunath Reddy,33,1,A1
498,425,Harish Hegde,48,1,A1
499,426,Girish Gowda,25,1,A1
500,426,Santosh Patil,43,1,A2
501,426,Santosh Gowda,25,1,A3
502,427,Ramesh Patil,47,1,A1
503,428,Muniraju Naik,22,1,A1
504,429,Ramesh,49,1,A1
505,430,Nagaraj Shetty,19,1,A1
506,435,Shivakumar Achar,49,1,A1
507,436,Basavaraj,42,1,A1
508,437,Harish Shetty,43,1,A1
509,439,Santosh,19,1,A1
510,440,Chandrashekar Reddy,19,1,A1
511,441,Krishnappa,28,1,A1
512,442,Darshan Poojari,27,1,A1
513,443,Nagaraj Naik,47,1,A1
514,444,Shivakumar Hegde,34,1,A1
515,444,Santosh Swamy,31,1,A2
516,446,Santosh Shetty,23,1,A1
517,446,Muniraju Shetty,29,1,A2
518,447,Kiran,22,1,A1
519,448,Nagaraj Patil,29,1,A1
520,449,Puneeth,32,1,A1
521,449,Darshan Patil,26,1,A2
522,450,Muniraju Murthy,23,1,A1
523,451,Shivakumar Shetty,33,1,A1
524,452,Shivakumar Kumar,22,1,A1
525,454,Krishnappa Patil,48,1,A1
526,454,Muniraju Shetty,23,1,A2
527,456,Girish Poojari,40,1,A1
528,457,Umesh Gowda,46,1,A1
529,457,Basavaraj Gowda,19,1,A2
530,457,Umesh Hegde,20,1,A3
531,458,Manjunath Achar,36,1,A1
532,458,Mahesh,32,1,A2
533,459,Basavaraj Swamy,48,1,A1
534,459,Shivakumar,26,1,A2
535,460,Lokesh Poojari,21,1,A1
536,460,Anand Patil,23,1,A2
537,461,Darshan,28,1,A1
538,461,Venkatesh Shetty,39,1,A2
539,463,Muniraju Swamy,42,1,A1
540,463,Yogesh Hegde,41,1,A2
541,463,Basavaraj Kumar,38,1,A3
542,465,Yogesh,40,1,A1
543,465,Harish Shetty,21,1,A2
544,466,Chandrashekar Naik,19,1,A1
545,467,Ramesh Poojari,50,1,A1
546,468,Lokesh Swamy,50,1,A1
547,470,Lokesh Murthy,33,1,A1
548,471,Krishnappa,46,1,A1
549,472,Harish Poojari,18,1,A1
550,473,Darshan Naik,47,1,A1
551,473,Muniraju Rao,32,1,A2
552,474,Darshan Kumar,40,1,A1
553,475,Santosh Naik,37,1,A1
554,476,Kiran,47,1,A1
555,477,Chandrashekar Shetty,49,1,A1
556,477,Umesh Poojari,23,1,A2
557,480,Krishnappa Kumar,45,1,A1
558,480,Girish Poojari,44,1,A2
559,481,Raghavendra,50,1,A1
560,482,Darshan Reddy,38,1,A1
561,483,Chandrashekar Kumar,21,1,A1
562,483,Mahesh,30,1,A2
563,484,Girish Hegde,35,1,A1
564,485,Prakash Shetty,20,1,A1
565,486,Santosh Poojari,50,1,A1
566,488,Nagaraj,50,1,A1
567,488,Anand,28,1,A2
568,489,Kiran Reddy,28,1,A1
569,491,Raghavendra,42,1,A1
570,491,Yogesh Gowda,27,1,A2
571,493,Mahesh Gowda,28,1,A1
572,493,Prakash,42,1,A2
573,495,Harish Hegde,22,1,A1
574,495,Srinivas,29,1,A2
575,496,Mahesh Hegde,29,1,A1
576,496,Girish Patil,19,1,A2
577,497,Yogesh Poojari,50,1,A1
578,497,Chandrashekar Rao,31,1,A2
579,499,Srinivas Hegde,21,1,A1
580,499,Harish Swamy,27,1,A2
581,499,Anand Murthy,24,1,A3
582,500,Ramesh Naik,19,1,A1
583,501,Chandrashekar Gowda,35,1,A1
584,501,Raghavendra Patil,44,1,A2
585,502,Yogesh Hegde,44,1,A1
586,502,Lokesh Murthy,28,1,A2
587,503,Suresh Naik,50,1,A1
588,505,Suresh Reddy,27,1,A1
589,506,Lokesh,20,1,A1
590,506,Suresh Swamy,44,1,A2
591,508,Santosh Gowda,41,1,A1
592,509,Lokesh Poojari,43,1,A1
593,511,Prakash Swamy,47,1,A1
594,512,Venkatesh,41,1,A1
595,512,Mahesh Naik,29,1,A2
596,514,Umesh Rao,50,1,A1
597,515,Umesh,20,1,A1
598,515,Shivakumar Rao,41,1,A2
599,516,Venkatesh Reddy,30,1,A1
600,518,Venkatesh Hegde,19,1,A1
601,519,Basavaraj,45,1,A1
602,519,Chandrashekar,24,1,A2
603,521,Venkatesh Rao,40,1,A1
604,521,Manjunath Poojari,26,1,A2
605,524,Raghavendra,40,1,A1
606,525,Suresh Poojari,35,1,A1
607,530,Puneeth,32,1,A1
608,530,Prakash Reddy,20,1,A2
609,531,Srinivas Murthy,46,1,A1
610,532,Harish Patil,31,1,A1
611,532,Basavaraj Achar,20,1,A2
612,533,Venkatesh Gowda,28,1,A1
613,534,Umesh,37,1,A1
614,534,Basavaraj Swamy,46,1,A2
615,535,Chandrashekar Achar,38,1,A1
616,537,Shivakumar Achar,41,1,A1
617,538,Yogesh,28,1,A1
618,539,Umesh,24,1,A1
619,541,Anand Hegde,39,1,A1
620,541,Prakash Achar,47,1,A2
621,542,Umesh Murthy,45,1,A1
622,543,Darshan Murthy,47,1,A1
623,543,Srinivas Rao,18,1,A2
624,545,Yogesh Murthy,26,1,A1
625,545,Venkatesh Gowda,29,1,A2
626,546,Kiran Gowda,30,1,A1
627,547,Chandrashekar Reddy,48,1,A1
628,548,Shivakumar Naik,40,1,A1
629,549,Suresh Kumar,49,1,A1
630,550,Anand,24,1,A1
631,550,Lokesh,28,1,A2
632,551,Chandrashekar,19,1,A1
633,551,Harish Swamy,22,1,A2
634,553,Prakash Gowda,28,1,A1
635,556,Anand Rao,22,1,A1
636,557,Ramesh Murthy,29,1,A1
637,558,Chandrashekar Naik,22,1,A1
638,559,Harish Shetty,35,1,A1
639,560,Harish Naik,49,1,A1
640,560,Raghavendra Rao,35,1,A2
641,563,Ramesh Gowda,43,1,A1
642,564,Muniraju Hegde,31,1,A1
643,564,Yogesh Patil,24,1,A2
644,566,Girish Naik,33,1,A1
645,569,Suresh,37,1,A1
646,569,Girish Shetty,18,1,A2
647,571,Yogesh,19,1,A1
648,572,Venkatesh Naik,41,1,A1
649,573,Umesh Gowda,23,1,A1
650,575,Manjunath Achar,44,1,A1
651,576,Girish Kumar,30,1,A1
652,576,Lokesh,18,1,A2
653,578,Basavaraj Murthy,18,1,A1
654,579,Muniraju Rao,42,1,A1
655,580,Umesh Rao,21,1,A1
656,581,Santosh Hegde,44,1,A1
657,581,Anand,47,1,A2
658,582,Prakash,23,1,A1
659,583,Venkatesh Murthy,22,1,A1
660,584,Harish Gowda,45,1,A1
661,585,Lokesh Reddy,35,1,A1
662,585,Anand Murthy,41,1,A2
663,586,Ramesh Reddy,28,1,A1
664,587,Mahesh Naik,49,1,A1
665,588,Lokesh Murthy,47,1,A1
666,588,Yogesh Naik,44,1,A2
667,588,Lokesh Patil,37,1,A3
668,589,Darshan Swamy,33,1,A1
669,589,Srinivas Hegde,41,1,A2
670,590,Krishnappa Reddy,33,1,A1
671,590,Nagaraj Reddy,37,1,A2
672,591,Chandrashekar,32,1,A1
673,593,Yogesh Shetty,30,1,A1
674,593,Venkatesh,33,1,A2
675,594,Harish,46,1,A1
676,596,Ramesh,49,1,A1
677,596,Venkatesh,32,1,A2
678,596,Muniraju Patil,39,1,A3
679,598,Muniraju Swamy,38,1,A1
680,598,Prakash Naik,36,1,A2
681,598,Girish Patil,35,1,A3
682,600,Darshan Naik,28,1,A1
683,600,Shivakumar,24,1,A2
684,601,Mahesh Achar,34,1,A1
685,603,Umesh Hegde,37,1,A1
686,605,Chandrashekar Achar,33,1,A1
687,607,Raghavendra Murthy,21,1,A1
688,608,Girish Reddy,26,1,A1
689,608,Shivakumar Shetty,22,1,A2
690,610,Suresh,41,1,A1
691,611,Prakash Reddy,43,1,A1
692,612,Krishnappa Hegde,26,1,A1
693,613,Lokesh Poojari,35,1,A1
694,614,Muniraju Achar,20,1,A1
695,615,Chandrashekar,28,1,A1
696,615,Umesh Achar,41,1,A2
697,615,Basavaraj Rao,20,1,A3
698,617,Kiran,45,1,A1
699,617,Girish,20,1,A2
700,620,Prakash,28,1,A1
701,620,Darshan,23,1,A2
702,620,Mahesh Hegde,28,1,A3
703,621,Ramesh Murthy,18,1,A1
704,621,Puneeth Rao,31,1,A2
705,622,Santosh Murthy,24,1,A1
706,622,Darshan Patil,23,1,A2
707,623,Manjunath,50,1,A1
708,625,Srinivas Gowda,27,1,A1
709,626,Puneeth Gowda,27,1,A1
710,626,Ramesh Kumar,39,1,A2
711,627,Krishnappa Rao,42,1,A1
