ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
140,140,Puneeth Kumar,69,2,2,2,1
141,141,Basavaraj Shetty,65,6,1,7,1
142,142,Manjula,44,8,1,2,2
143,143,Lakshmi Swamy,56,1,2,1,2
144,144,Pallavi Reddy,40,4,2,9,2
145,145,Shobha Gowda,19,8,1,4,2
146,146,Mahesh Naik,57,4,1,10,1
147,147,Santosh Murthy,51,4,1,6,1
148,148,Prakash,64,8,1,2,1
149,149,Muniraju Swamy,48,4,4,10,1
150,150,Shwetha Rao,54,6,1,7,2
151,151,Chandrashekar Gowda,25,7,1,3,1
152,152,Padma,19,2,1,4,2
153,153,Anand Reddy,35,8,1,8,1
154,154,Ramesh Hegde,34,3,1,9,1
155,155,Pallavi Patil,64,8,1,6,2
156,156,Pallavi Rao,44,4,1,9,2
157,157,Pallavi Reddy,64,1,1,9,2
158,158,Deepa Murthy,49,7,1,3,2
159,159,Shwetha Gowda,25,5,1,1,2
160,160,Ramesh Reddy,60,9,1,1,1
161,161,Santosh Rao,42,9,3,1,1
162,162,Asha Swamy,28,1,4,8,2
163,163,Darshan Hegde,19,8,1,1,1
164,164,Harish Hegde,20,3,3,10,1
165,165,Suresh,64,2,1,7,1
166,166,Savitha Kumar,38,8,1,3,2
167,167,Darshan Patil,29,2,2,1,1
168,168,Bhagya Achar,37,4,1,8,2
169,169,Lakshmi,61,2,1,2,2
170,170,Shivakumar Hegde,63,4,1,8,1
171,171,Harish Hegde,35,4,1,4,1
172,172,Shobha Naik,64,7,1,9,2
173,173,Manjula Poojari,42,2,1,10,2
174,174,Chandrashekar Murthy,61,4,1,3,1
175,175,Anand Reddy,41,1,1,6,1
176,176,Rekha Rao,25,5,1,2,2
177,177,Prakash,38,3,1,10,1
178,178,Muniraju Hegde,60,5,1,10,1
179,179,Suresh,60,10,2,4,1
180,180,Darshan Murthy,45,7,2,8,1
181,181,Nagamma Murthy,21,6,3,4,2
182,182,Shivakumar,49,1,1,7,1
183,183,Ramesh Achar,33,4,1,2,1
184,184,Darshan Swamy,60,8,1,4,1
185,185,Lakshmi Shetty,38,8,2,4,2
186,186,Nagaraj,42,9,1,6,1
187,187,Divya Kumar,39,4,1,6,2
188,188,Rathnamma Naik,20,2,1,5,2
189,189,Darshan Murthy,29,1,1,6,1
190,190,Darshan Kumar,22,5,1,3,1
191,191,Shobha Kumar,24,7,1,9,2
192,192,Raghavendra,47,5,1,7,1
193,193,Nagamma Naik,65,6,3,9,2
194,194,Prakash Gowda,40,8,1,6,1
195,195,Venkatesh Kumar,44,7,3,3,1
196,196,Muniraju,69,2,2,10,1
197,197,Mahesh Hegde,63,4,1,1,1
198,198,Krishnappa Achar,25,1,5,4,1
199,199,Savitha,62,2,2,8,2
200,200,Nagamma Hegde,23,9,3,5,2
201,201,Shivakumar,43,6,1,3,1
202,202,Venkatesh Naik,21,5,1,9,1
203,203,Srinivas Swamy,37,6,1,2,1
204,204,Ramesh Naik,19,4,1,3,1
205,205,Venkatesh Murthy,51,6,1,7,1
206,206,Yogesh Kumar,70,4,1,6,1
207,207,Geetha Hegde,44,8,1,9,2
208,208,Kiran Poojari,69,7,1,2,1
209,209,Asha Kumar,28,5,3,4,2
210,210,Nagaraj,19,9,1,5,1
211,211,Sunitha Patil,38,2,5,7,2
212,212,Raghavendra Hegde,52,4,6,6,1
213,213,Geetha Hegde,68,8,1,7,2
214,214,Umesh Naik,24,6,1,2,1
215,215,Darshan Reddy,24,2,1,3,1
216,216,Venkatesh Naik,41,2,1,6,1
217,217,Yogesh Poojari,40,4,1,6,1
218,218,Harish Patil,20,10,1,2,1
219,219,Deepa Patil,59,9,1,6,2
220,220,Srinivas Patil,35,3,2,4,1
221,221,Srinivas Rao,54,6,1,2,1
222,222,Geetha Naik,25,1,1,5,2
223,223,Rekha Swamy,66,8,1,8,2
224,224,Sunitha Hegde,49,1,1,7,2
225,225,Kiran,55,2,1,1,1
226,226,Bhagya,55,2,2,5,2
227,227,Manjula Gowda,35,8,1,6,2
228,228,Asha Kumar,48,10,2,9,2
229,229,Deepa,64,4,1,3,2
230,230,Shwetha,61,4,2,4,2
231,231,Padma Reddy,55,1,4,2,2
232,232,Kiran,34,4,1,3,1
233,233,Basavaraj Swamy,40,4,1,4,1
234,234,Lokesh Shetty,36,1,1,4,1
235,235,Krishnappa,68,2,6,8,1
236,236,Divya Kumar,64,9,1,9,2
237,237,Santosh,34,8,1,1,1
238,238,Basavaraj Gowda,63,10,6,1,1
239,239,Pallavi Murthy,67,7,2,6,2
240,240,Shobha Achar,70,8,1,9,2
241,241,Raghavendra Patil,44,6,2,7,1
242,242,Prakash Rao,35,5,1,3,1
243,243,Manjunath,26,10,2,2,1
244,244,Manjunath Poojari,64,7,1,2,1
245,245,Sunitha,48,8,3,10,2
246,246,Pallavi Naik,41,5,7,9,2
247,247,Krishnappa Murthy,66,7,1,9,1
248,248,Ramesh Kumar,67,2,1,10,1
249,249,Rathnamma Shetty,66,1,1,2,2
250,250,Venkatesh Patil,22,10,1,4,1
251,251,Basavaraj Naik,23,8,1,3,1
252,252,Nagamma Murthy,45,2,1,4,2
253,253,Ramesh Achar,63,2,2,3,1
254,254,Anand Hegde,25,3,1,2,1
255,255,Puneeth Hegde,40,7,1,3,1
256,256,Savitha Hegde,62,2,1,1,2
257,257,Mahesh Achar,43,6,1,3,1
258,258,Deepa Murthy,33,7,1,3,2
259,259,Kiran Rao,42,6,1,5,1
260,260,Manjula Shetty,18,3,4,10,2
261,261,Vani,35,3,1,10,2
262,262,Savitha Hegde,54,4,2,7,2
263,263,Harish,53,1,1,6,1
264,264,Nagaraj Naik,25,5,1,3,1
265,265,Basavaraj Shetty,54,6,1,6,1
266,266,Vani,51,10,3,2,2
267,267,Bhagya,46,6,1,10,2
268,268,Rekha Hegde,59,2,3,6,2
269,269,Pallavi Reddy,35,5,1,9,2
270,270,Ramesh Achar,45,8,1,8,1
271,271,Deepa Hegde,58,6,2,4,2
272,272,Lakshmi,43,1,1,3,2
273,273,Kiran Reddy,48,2,2,6,1
274,274,Savitha,50,4,1,1,2
275,275,Mahesh,32,6,2,9,1
276,276,Girish Naik,31,7,1,2,1
277,277,Yogesh Rao,32,10,1,7,1
278,278,Venkatesh,44,1,1,10,1
279,279,Asha,57,2,1,3,2
280,280,Pallavi,39,3,3,5,2
281,281,Padma Murthy,65,3,1,3,2
282,282,Krishnappa Achar,56,9,1,7,1
283,283,Darshan Patil,27,1,6,6,1
284,284,Shwetha Poojari,56,8,1,9,2
285,285,Suresh Hegde,47,6,1,3,1
286,286,Nagaraj Achar,37,8,2,9,1
287,287,Nagaraj Shetty,18,3,5,10,1
288,288,Shobha Murthy,40,6,1,9,2
289,289,Bhagya,18,9,1,6,2
290,290,Prakash Poojari,34,1,1,9,1
291,291,Pallavi Shetty,24,5,1,10,2
292,292,Darshan Kumar,37,5,2,5,1
293,293,Padma,62,2,1,4,2
294,294,Shivakumar Murthy,34,9,2,7,1
295,295,Kavitha,29,3,1,1,2
296,296,Manjunath Gowda,59,8,1,10,1
297,297,Girish Patil,41,3,1,3,1
298,298,Padma Shetty,44,3,1,3,2
299,299,Anand Swamy,48,6,1,4,1
300,300,Padma Poojari,35,10,3,1,2
301,301,Chandrashekar,68,4,2,3,1
302,302,Muniraju Reddy,18,4,1,4,1
303,303,Mahesh,40,7,1,5,1
304,304,Raghavendra Kumar,47,8,1,7,1
305,305,Krishnappa Patil,45,4,3,8,1
306,306,Divya Hegde,54,7,1,3,2
307,307,Shwetha Poojari,27,7,4,8,2
308,308,Santosh Gowda,25,1,1,8,1
309,309,Bhagya Reddy,44,3,1,7,2
310,310,Srinivas Murthy,62,4,1,4,1
311,311,Prakash Murthy,31,2,1,5,1
312,312,Rekha Reddy,21,4,1,7,2
313,313,Lokesh Kumar,29,9,1,1,1
314,314,Raghavendra,36,2,1,8,1
315,315,Raghavendra Poojari,43,5,2,4,1
316,316,Darshan Rao,39,4,1,7,1
317,317,Srinivas Shetty,55,8,2,9,1
318,318,Srinivas Achar,49,2,1,2,1
319,319,Manjunath Achar,29,6,1,9,1
320,320,Umesh,58,4,1,5,1
321,321,Mahesh Patil,59,7,3,5,1
322,322,Pallavi Shetty,25,6,3,4,2
323,323,Umesh Swamy,49,6,1,7,1
324,324,Rathnamma Naik,52,6,4,2,2
325,325,Harish Poojari,57,4,1,4,1
326,326,Vani Reddy,45,2,1,6,2
327,327,Manjunath Achar,21,5,2,3,1
328,328,Venkatesh Naik,56,8,1,5,1
329,329,Darshan Hegde,37,2,3,7,1
330,330,Vani Reddy,56,3,2,9,2
331,331,Muniraju Patil,64,6,1,3,1
332,332,Srinivas Swamy,63,6,1,10,1
333,333,Ramesh Hegde,41,2,1,8,1
334,334,Kiran Hegde,24,1,1,1,1
335,335,Asha Swamy,38,2,1,3,2
336,336,Girish,63,8,1,6,1
337,337,Chandrashekar Achar,57,8,1,1,1
338,338,Lokesh Naik,43,1,1,2,1
339,339,Umesh Naik,64,2,1,5,1
340,340,Santosh Shetty,51,8,1,8,1
341,341,Prakash Achar,51,5,1,3,1
342,342,Pallavi Achar,56,8,1,2,2
343,343,Mahesh Shetty,55,9,3,4,1
344,344,Prakash Murthy,44,2,1,1,1
345,345,Rathnamma Swamy,51,6,1,4,2
346,346,Lakshmi,33,6,1,9,2
347,347,Vani Rao,62,7,1,7,2
348,348,Basavaraj Achar,25,2,1,10,1
349,349,Padma Shetty,36,4,1,4,2
350,350,Mahesh Achar,31,8,2,1,1
351,351,Padma Shetty,69,7,1,2,2
352,352,Pallavi Swamy,36,7,1,2,2
353,353,Santosh Hegde,60,1,1,3,1
354,354,Manjunath Kumar,35,2,1,3,1
355,355,Kiran Kumar,68,2,1,10,1
356,356,Sunitha,24,2,2,8,2
357,357,Lakshmi Achar,24,3,1,9,2
358,358,Harish Hegde,19,6,2,7,1
359,359,Darshan Reddy,70,8,1,3,1
360,360,Yogesh Hegde,57,6,1,6,1
361,361,Asha Achar,57,7,3,3,2
362,362,Vani Hegde,19,5,2,3,2
363,363,Kiran,50,2,3,1,1
364,364,Mahesh Rao,19,8,1,10,1
365,365,Bhagya Hegde,63,9,1,7,2
366,366,Bhagya Gowda,27,8,1,1,2
367,367,Shobha,70,5,3,9,2
368,368,Divya Patil,24,6,1,3,2
369,369,Anand Poojari,47,9,2,1,1
370,370,Divya Hegde,61,5,1,3,2
371,371,Shivakumar Rao,23,6,3,3,1
372,372,Shivakumar Gowda,30,5,2,10,1
373,373,Manjunath Gowda,67,3,1,10,1
374,374,Asha Shetty,50,2,4,2,2
375,375,Muniraju Patil,27,5,3,4,1
376,376,Krishnappa Gowda,23,5,1,8,1
377,377,Muniraju Murthy,31,8,1,3,1
378,378,Mahesh,34,5,4,8,1
379,379,Chandrashekar,54,4,1,6,1
380,380,Puneeth Patil,23,6,1,7,1
381,381,Srinivas Shetty,47,6,1,5,1
382,382,Nagaraj Kumar,40,5,1,7,1
383,383,Deepa Hegde,45,8,1,2,2
384,384,Nagamma Patil,24,2,1,2,2
385,385,Padma Achar,43,2,2,8,2
386,386,Muniraju Reddy,38,7,1,10,1
387,387,Sunitha Gowda,31,4,1,9,2
388,388,Deepa,40,5,2,4,2
389,389,Puneeth Hegde,32,6,1,2,1
390,390,Shivakumar,40,5,1,7,1
391,391,Padma Murthy,44,2,1,7,2
392,392,Deepa,53,2,1,8,2
393,393,Darshan Shetty,64,6,1,8,1
394,394,Girish Kumar,61,8,2,9,1
395,395,Santosh Achar,56,3,3,1,1
396,396,Darshan,40,4,2,1,1
397,397,Yogesh Hegde,36,6,1,3,1
398,398,Muniraju Swamy,30,1,1,4,1
399,399,Anand Reddy,18,6,1,6,1
400,400,Shivakumar Poojari,33,2,2,3,1
401,401,Shobha,53,3,1,4,2
402,402,Yogesh Kumar,41,3,1,2,1
403,403,Manjula Hegde,19,4,1,3,2
404,404,Manjunath Swamy,65,2,1,10,1
405,405,Suresh Hegde,45,7,1,10,1
406,406,Mahesh Murthy,46,2,1,7,1
407,407,Lakshmi Patil,34,8,2,2,2
408,408,Kiran Naik,68,7,1,5,1
409,409,Raghavendra Kumar,28,2,1,1,1
410,410,Sunitha Shetty,46,8,2,10,2
411,411,Nagamma Swamy,19,8,1,2,2
412,412,Manjunath Gowda,21,4,1,10,1
413,413,Bhagya Rao,26,8,1,2,2
414,414,Basavaraj,33,4,2,3,1
415,415,Anand Reddy,64,6,1,8,1
416,416,Sunitha Gowda,34,2,1,5,2
417,417,Nagaraj Gowda,61,10,1,10,1
418,418,Padma Reddy,44,5,1,6,2
419,419,Venkatesh,28,4,1,2,1
420,420,Sunitha Murthy,36,9,6,3,2
421,421,Kavitha Kumar,42,9,1,9,2
422,422,Kiran Gowda,60,9,1,10,1
423,423,Nagaraj Hegde,70,9,1,3,1
424,424,Suresh Swamy,70,1,2,6,1
425,425,Lakshmi Achar,59,2,2,8,2
426,426,Ramesh Patil,25,2,1,9,1
427,427,Nagamma Kumar,21,4,2,10,2
428,428,Krishnappa Patil,60,4,1,5,1
429,429,Yogesh Patil,24,2,1,3,1
430,430,Yogesh,31,9,1,5,1
431,431,Srinivas,45,5,1,8,1
432,432,Deepa Murthy,18,2,1,3,2
433,433,Mahesh,44,2,1,9,1
434,434,Suresh Rao,35,5,2,7,1
435,435,Anand Poojari,41,1,1,3,1
436,436,Suresh Rao,31,8,1,4,1
437,437,Lokesh Patil,22,7,1,7,1
438,438,Sunitha Rao,21,8,1,7,2
439,439,Yogesh Naik,46,5,4,3,1
440,440,Krishnappa,66,2,1,3,1
441,441,Shivakumar Gowda,41,6,1,9,1
442,442,Prakash Reddy,38,8,4,7,1
443,443,Venkatesh Reddy,29,7,1,5,1
444,444,Santosh Poojari,38,7,4,7,1
445,445,Darshan Patil,27,8,1,10,1
446,446,Shobha Poojari,63,1,1,3,2
447,447,Padma Shetty,60,5,1,4,2
448,448,Rekha Murthy,61,1,2,3,2
449,449,Anand,56,4,1,8,1
450,450,Bhagya Shetty,25,8,7,3,2
451,451,Savitha Gowda,31,1,1,7,2
452,452,Mahesh Shetty,56,6,1,8,1
453,453,Darshan Kumar,38,2,2,4,1
454,454,Chandrashekar Hegde,49,4,1,2,1
455,455,Harish Poojari,52,1,1,9,1
456,456,Padma,38,6,1,9,2
457,457,Anand Achar,53,3,1,1,1
458,458,Manjunath Patil,65,6,2,10,1
459,459,Santosh Achar,18,8,1,10,1
460,460,Santosh Hegde,25,2,1,10,1
461,461,Santosh,42,8,1,8,1
462,462,Bhagya Swamy,31,3,3,5,2
463,463,Puneeth,20,4,1,10,1
464,464,Lokesh Swamy,65,3,1,4,1
465,465,Nagamma Patil,47,2,1,5,2
466,466,Rekha Rao,18,2,3,4,2
467,467,Lakshmi Gowda,24,5,1,10,2
468,468,Asha Rao,68,9,1,6,2
469,469,Raghavendra,62,3,1,2,1
470,470,Puneeth Shetty,23,4,1,7,1
471,471,Rathnamma Patil,33,6,1,1,2
472,472,Prakash Poojari,23,3,1,9,1
473,473,Sunitha,26,6,1,10,2
474,474,Darshan Shetty,32,1,1,1,1
475,475,Basavaraj,58,3,2,1,1
476,476,Rathnamma Shetty,26,2,1,10,2
477,477,Mahesh Achar,68,2,5,5,1
478,478,Nagamma Rao,30,6,1,3,2
479,479,Krishnappa Reddy,58,7,3,3,1
480,480,Anand Murthy,50,2,1,3,1
481,481,Suresh,42,6,2,9,1
482,482,Pallavi,34,8,1,4,2
483,483,Kavitha,49,4,2,3,2
484,484,Raghavendra Reddy,46,2,1,1,1
485,485,Rekha Poojari,51,8,7,8,2
486,486,Raghavendra,19,6,4,10,1
487,487,Muniraju Shetty,29,9,1,2,1
488,488,Ramesh,31,7,1,4,1
489,489,Divya Hegde,24,6,1,10,2
490,490,Lakshmi Shetty,20,5,1,2,2
491,491,Anand,53,3,2,10,1
492,492,Rathnamma Naik,22,5,1,6,2
493,493,Prakash,27,6,3,7,1
494,494,Pallavi Poojari,33,6,1,6,2
495,495,Kavitha Kumar,48,2,1,3,2
496,496,Shivakumar Achar,18,7,1,7,1
497,497,Ramesh Murthy,20,4,1,9,1
498,498,Shobha Swamy,25,2,3,4,2
499,499,Shwetha Achar,57,5,1,3,2
500,500,Chandrashekar Kumar,64,6,1,1,1
501,501,Girish Murthy,42,2,2,6,1
502,502,Vani Gowda,39,8,1,4,2
503,503,Vani Naik,37,6,1,9,2
504,504,Rekha,50,8,1,10,2
505,505,Deepa Naik,18,4,7,9,2
506,506,Kavitha,67,6,2,3,2
507,507,Manjula Reddy,44,5,1,10,2
508,508,Nagamma Naik,44,6,1,3,2
509,509,Muniraju Achar,46,10,1,6,1
510,510,Umesh Kumar,22,9,4,10,1
511,511,Rathnamma Gowda,19,1,1,5,2
512,512,Srinivas Murthy,26,3,1,10,1
513,513,Kiran Patil,34,2,1,4,1
514,514,Ramesh,35,5,1,9,1
515,515,Lokesh Rao,35,6,1,6,1
516,516,Divya Poojari,18,2,1,10,2
517,517,Sunitha,42,4,1,9,2
518,518,Bhagya Murthy,33,5,1,8,2
519,519,Manjula Swamy,58,4,2,10,2
520,520,Sunitha Gowda,38,3,1,10,2
521,521,Ramesh Rao,46,8,1,7,1
522,522,Santosh Rao,46,5,1,7,1
523,523,Manjula Poojari,34,2,1,2,2
524,524,Savitha Shetty,33,6,1,2,2
525,525,Darshan Achar,22,2,4,2,1
526,526,Asha Shetty,58,3,2,1,2
527,527,Nagaraj Achar,62,7,1,10,1
528,528,Vani Murthy,62,10,3,3,2
529,529,Bhagya Poojari,45,6,1,10,2
530,530,Umesh,51,8,1,1,1
531,531,Muniraju Hegde,64,1,1,9,1
532,532,Girish,62,5,7,1,1
533,533,Lokesh Hegde,57,4,4,5,1
534,534,Deepa Naik,62,1,1,10,2
535,535,Divya Rao,69,4,1,6,2
536,536,Puneeth Kumar,61,2,1,10,1
537,537,Muniraju Poojari,60,8,1,5,1
538,538,Muniraju,35,2,1,9,1
539,539,Chandrashekar Rao,34,4,1,5,1
540,540,Manjunath Kumar,65,4,1,5,1
541,541,Asha,24,2,2,5,2
542,542,Manjunath Gowda,26,10,2,4,1
543,543,Nagamma Reddy,47,3,1,6,2
544,544,Bhagya Hegde,22,6,6,5,2
545,545,Santosh Rao,33,4,1,7,1
546,546,Lakshmi Shetty,45,8,1,4,2
547,547,Rathnamma Kumar,33,2,2,3,2
548,548,Girish Reddy,68,2,1,10,1
549,549,Rathnamma Hegde,70,3,2,5,2
550,550,Santosh Patil,23,2,1,7,1
551,551,Girish Gowda,48,6,2,1,1
552,552,Puneeth Rao,50,8,1,2,1
553,553,Manjula Naik,32,2,6,4,2
554,554,Rekha,20,2,1,7,2
555,555,Kiran,70,1,1,8,1
556,556,Suresh Reddy,63,2,3,4,1
557,557,Pallavi Achar,56,2,1,6,2
558,558,Geetha,18,1,1,7,2
559,559,Geetha Naik,41,8,1,2,2
560,560,Lokesh Rao,64,8,1,1,1
561,561,Asha Murthy,67,1,2,3,2
562,562,Ramesh Poojari,35,2,2,10,1
563,563,Kiran,55,8,1,8,1
564,564,Shivakumar Achar,26,8,1,2,1
565,565,Basavaraj Swamy,33,2,1,8,1
566,566,Kiran,33,4,2,2,1
567,567,Shwetha Swamy,45,2,1,3,2
568,568,Mahesh Kumar,40,6,1,7,1
569,569,Basavaraj,41,1,1,3,1
570,570,Savitha,44,7,2,7,2
571,571,Anand Swamy,27,7,1,3,1
572,572,Manjula Murthy,31,4,3,5,2
573,573,Raghavendra Kumar,42,8,1,4,1
574,574,Chandrashekar,42,4,2,7,1
575,575,Basavaraj Naik,55,6,2,9,1
576,576,Basavaraj Gowda,69,5,2,1,1
577,577,Kavitha Shetty,30,3,1,4,2
578,578,Padma Murthy,29,2,1,2,2
579,579,Deepa,53,8,1,6,2
580,580,Santosh Rao,55,8,7,8,1
581,581,Nagaraj,18,2,1,1,1
582,582,Vani Poojari,22,3,7,10,2
583,583,Nagamma Swamy,19,7,1,8,2
584,584,Girish Reddy,43,10,1,3,1
585,585,Prakash,37,5,1,6,1
586,586,Nagaraj,25,6,1,3,1
587,587,Shobha Rao,39,6,1,7,2
588,588,Savitha Hegde,19,7,2,6,2
589,589,Santosh Gowda,60,2,1,5,1
590,590,Manjula Achar,32,3,1,5,2
591,591,Lakshmi Poojari,34,5,1,8,2
592,592,Basavaraj,67,5,1,1,1
593,593,Kavitha Naik,23,5,2,5,2
594,594,Manjula Murthy,21,7,1,10,2
595,595,Yogesh Kumar,65,7,1,8,1
596,596,Manjunath Gowda,66,3,1,5,1
597,597,Deepa Murthy,50,6,1,8,2
598,598,Nagamma Hegde,42,8,1,8,2
599,599,Manjula Rao,37,7,3,3,2
600,600,Basavaraj Patil,61,6,1,7,1
601,601,Rathnamma Swamy,21,8,1,8,2
602,602,Darshan Rao,56,4,1,9,1
603,603,Suresh Rao,62,6,1,8,1
604,604,Geetha Murthy,52,4,1,5,2
605,605,Nagaraj Hegde,59,9,3,7,1
606,606,Geetha Swamy,68,3,1,5,2
607,607,Santosh Reddy,61,6,1,3,1
608,608,Manjunath Swamy,70,5,2,10,1
609,609,Mahesh Naik,39,8,1,6,1
610,610,Muniraju Reddy,47,6,3,1,1
611,611,Vani Achar,51,3,3,5,2
612,612,Shivakumar,42,8,1,2,1
613,613,Venkatesh Gowda,30,7,1,5,1
614,614,Asha Swamy,33,9,2,6,2
615,615,Harish,31,6,1,10,1
